,2018-12-15 10:10:00,2018-12-15 10:15:00,2018-12-15 10:20:00,2018-12-15 10:25:00,2018-12-15 10:30:00,2018-12-15 10:35:00,2018-12-15 10:40:00,2018-12-15 10:45:00,2018-12-15 10:50:00,2018-12-15 10:55:00,2018-12-15 11:00:00,2018-12-15 11:05:00,2018-12-15 11:10:00,2018-12-15 11:15:00,2018-12-15 11:20:00,2018-12-15 11:25:00,2018-12-15 11:30:00,2018-12-15 11:35:00,2018-12-15 11:40:00,2018-12-15 11:45:00,2018-12-15 11:50:00,2018-12-15 11:55:00,2018-12-15 12:00:00,2018-12-15 12:05:00,2018-12-15 12:10:00,2018-12-15 12:15:00,2018-12-15 12:20:00,2018-12-15 12:25:00,2018-12-15 12:30:00,2018-12-15 12:35:00,2018-12-15 12:40:00,2018-12-15 12:45:00,2018-12-15 12:50:00,2018-12-15 12:55:00,2018-12-15 13:00:00,2018-12-15 13:05:00,2018-12-15 13:10:00,2018-12-15 13:15:00,2018-12-15 13:20:00,2018-12-15 13:25:00,2018-12-15 13:30:00,2018-12-15 13:35:00,2018-12-15 13:40:00,2018-12-15 13:45:00,2018-12-15 13:50:00,2018-12-15 13:55:00,2018-12-15 14:00:00,2018-12-15 14:05:00,2018-12-15 14:10:00,2018-12-15 14:15:00,2018-12-15 14:20:00,2018-12-15 14:25:00,2018-12-15 14:30:00,2018-12-15 14:35:00,2018-12-15 14:40:00,2018-12-15 14:45:00,2018-12-15 14:50:00,2018-12-15 14:55:00,2018-12-15 15:00:00,2018-12-15 15:05:00,2018-12-15 15:10:00,2018-12-15 15:15:00,2018-12-15 15:20:00,2018-12-15 15:25:00,2018-12-15 15:30:00,2018-12-15 15:35:00,2018-12-15 15:40:00,2018-12-15 15:45:00,2018-12-15 15:50:00,2018-12-15 15:55:00,2018-12-15 16:00:00,2018-12-15 16:05:00,2018-12-15 16:10:00,2018-12-15 16:15:00,2018-12-15 16:20:00,2018-12-15 16:25:00,2018-12-15 16:30:00,2018-12-15 16:35:00,2018-12-15 16:40:00,2018-12-15 16:45:00,2018-12-15 16:50:00,2018-12-15 16:55:00,2018-12-15 17:00:00,2018-12-15 17:05:00,2018-12-15 17:10:00,2018-12-15 17:15:00,2018-12-15 17:20:00,2018-12-15 17:25:00,2018-12-15 17:30:00,2018-12-15 17:35:00,2018-12-15 17:40:00,2018-12-15 17:45:00,2018-12-15 17:50:00,2018-12-15 17:55:00,2018-12-15 18:00:00,2018-12-15 18:05:00,2018-12-15 18:10:00,2018-12-15 18:15:00,2018-12-15 18:20:00,2018-12-15 18:25:00,2018-12-15 18:30:00,2018-12-15 18:35:00,2018-12-15 18:40:00,2018-12-15 18:45:00,2018-12-15 18:50:00,2018-12-15 18:55:00,2018-12-15 19:00:00,2018-12-15 19:05:00,2018-12-15 19:10:00,2018-12-15 19:15:00,2018-12-15 19:20:00,2018-12-15 19:25:00,2018-12-15 19:30:00,2018-12-15 19:35:00,2018-12-15 19:40:00,2018-12-15 19:45:00,2018-12-15 19:50:00,2018-12-15 19:55:00,2018-12-15 20:00:00
10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1,1,0,1,1,1,2,1,1,0,0,2,0,2,1,0,0,1,1,0,0,0,0,3,2,0,1,1,1,1,1,2,1,1,0,3,1,1,0,1,1,0,1,0,1,1,2,1,2,1,0,1,0,1,1,0,1,0,0,0,1,2,1,1,0,1,0,2,0,0,2,0,0,4,0,1,1,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10
11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
13,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7
14,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,3,1,0,3,0,1,5,1,1,2,0,1,0,0,1,1,0,2,2,1,2,1,0,2,2,1,0,1,2,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,2,2,1,0,2,4,2,0,1,1,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,2,2,33
15,2,1,1,1,0,2,0,3,0,1,2,0,1,0,0,0,0,1,3,2,3,0,0,1,0,0,0,1,0,0,4,1,1,0,0,2,2,2,0,2,1,0,0,2,0,0,0,0,1,0,1,1,3,3,0,1,0,0,2,1,0,2,0,1,3,0,0,1,3,1,0,1,3,0,0,0,1,1,1,2,4,1,0,1,1,1,0,1,2,2,0,0,1,3,4,2,0,3,1,0,3,1,0,1,3,2,0,1,0,0,3,0,0,0,1,1,0,4,20
16,0,1,1,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
17,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,3,0,3,2,2,2,1,1,1,3,0,0,0,0,1,1,3,4,1,1,1,2,2,1,1,4,5,1,1,0,2,0,4,1,3,2,0,1,3,0,1,1,0,3,3,0,3,4,1,3,1,3,0,2,5,0,2,1,1,3,3,0,1,2,2,2,1,0,0,2,1,1,0,3,2,2,2,0,1,3,2,1,2,1,4,3,3,2,2,1,1,1,1,1,2,1,2,0,6,2,1,0,1,1,4,1,1,2,1,0,2,1,2,0,0,0,1,3,43
20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6
21,1,1,3,2,5,2,2,3,2,1,1,1,1,4,2,2,1,6,1,4,1,1,2,0,2,2,2,3,2,2,2,3,3,0,1,0,2,0,3,0,1,0,2,0,0,2,1,0,1,0,1,0,3,3,3,1,1,1,1,1,1,3,1,1,1,0,2,2,0,1,1,2,1,1,0,1,2,1,0,4,4,0,4,1,0,5,0,0,0,2,3,1,3,0,1,0,1,3,2,0,3,1,1,0,0,4,0,0,1,0,2,0,1,3,0,0,1,7,39
22,5,0,2,1,1,2,3,4,2,1,2,4,4,3,2,1,1,2,0,0,1,0,2,0,5,1,0,0,3,1,2,2,4,0,1,2,1,2,2,0,3,2,3,1,5,2,2,1,1,1,2,1,1,4,0,1,1,2,1,0,2,0,2,0,0,6,2,2,3,0,2,1,2,3,3,0,2,4,1,0,1,5,1,0,2,3,2,6,3,4,0,0,2,0,0,1,0,1,0,1,2,2,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,15
23,2,2,2,4,3,2,3,4,4,1,3,2,4,3,1,6,3,4,0,2,2,1,4,1,1,1,1,4,1,0,2,1,2,3,1,2,3,1,1,1,1,0,3,2,2,1,0,2,1,0,2,2,0,1,1,1,3,1,1,2,0,3,0,3,1,4,0,1,3,3,0,1,2,3,2,0,2,4,2,4,1,3,1,2,5,2,3,3,2,1,4,3,5,0,1,0,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,2,0,0,3,20
24,1,0,0,0,0,1,3,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,2,1,0,2,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0,1,0,2,1,2,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,2,1,0,0,1,1,1,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,2,9
25,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
27,0,0,0,0,0,4,1,2,1,0,0,1,0,2,0,1,1,1,0,1,2,0,0,0,0,0,2,2,0,0,2,1,1,1,1,2,0,0,1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,2,1,1,1,0,0,1,3,0,0,2,1,0,1,0,0,1,1,2,0,1,0,1,2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,3,12
28,1,0,1,0,0,0,0,2,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,10
29,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
30,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,3,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,9
31,0,3,0,0,0,2,2,2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,2,1,3,2,2,0,1,2,1,0,0,0,2,0,2,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2,1,0,0,1,1,1,0,1,2,0,0,1,0,0,4,0,0,2,1,1,0,2,0,1,0,1,1,2,1,0,0,1,16
32,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,3,0,3,1,2,0,2,0,0,1,0,1,2,2,1,2,0,2,1,1,1,2,1,0,1,0,1,0,2,2,1,0,1,2,2,0,1,3,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,1,3,1,2,0,0,2,0,1,0,1,0,0,2,1,0,1,0,0,0,0,1,1,0,1,2,15
33,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
34,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,4
35,2,1,0,2,1,1,0,3,2,0,3,1,1,0,1,0,1,0,1,0,2,0,1,2,4,2,1,2,1,0,0,0,0,1,0,1,1,1,1,2,0,1,2,3,1,2,1,0,2,1,1,1,1,0,2,0,4,3,3,1,1,0,3,1,1,1,0,1,0,0,1,2,2,2,1,0,0,3,2,0,1,1,1,1,2,0,1,4,1,2,0,2,0,1,2,1,0,1,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,1,0,0,1,20
36,2,0,0,1,0,1,1,2,1,1,1,0,0,1,0,0,0,1,1,1,0,2,1,2,0,2,2,0,1,0,2,1,1,0,1,1,1,0,1,0,1,2,1,2,0,2,1,3,1,0,1,3,1,1,1,0,1,0,0,1,0,1,1,3,0,3,1,1,3,1,1,1,1,1,1,0,2,0,0,1,1,0,1,2,1,0,2,2,3,0,0,1,1,1,0,0,2,2,1,2,0,0,0,0,2,1,0,0,2,0,0,2,0,0,2,0,0,3,18
37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,6
39,4,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,2,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,2,0,1,2,1,2,2,0,0,0,3,1,1,2,0,1,0,0,1,2,1,1,0,3,0,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,2,1,0,2,1,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,2,1,0,1,13
40,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0,0,1,1,1,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2,1,0,2,0,0,0,2,1,0,0,1,2,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,3,11
41,0,1,0,2,1,2,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,1,0,2,3,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,2,1,0,0,1,1,1,0,0,1,1,3,1,0,0,0,0,1,1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,0,0,1,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,2,2,1,15
42,3,0,1,0,0,0,1,0,1,1,0,2,0,0,2,0,3,0,1,0,0,0,1,3,0,0,0,0,1,1,2,1,2,1,0,1,0,1,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,12
43,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,3,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2,1,5
